,Unnamed: 0,victim.victim_id,attribute.confidentiality.data_disclosure,victim.orgsize,victim.country,action.social.variety,timeline.incident.day,timeline.incident.month,timeline.incident.year,action.error.variety,action.hacking.variety,action.malware.variety,action.misuse.variety,action.physical.variety,victim.state,victim.secondary.victim_id,action.environmental.variety,targeted,incident_id,reference,confidence,victim.employee_count,victim.government,victim.industry,victim.region,victim.revenue.amount,victim.revenue.iso_currency_code,impact.iso_currency_code,impact.loss.amount,impact.loss.max_amount,impact.loss.min_amount,impact.overall_amount,impact.overall_max_amount,impact.overall_min_amount,impact.overall_rating,security_incident,victim.industry2,victim.industry3,victim.orgsize.1,code,NAICS industry
254,254,veterans health administration,Yes,Unknown,US,,,3.0,2015,Misdelivery,,,,,WI,,,,075EEACD-82AC-4312-8D8B-1C3BAAB255DA,http://www.channel3000.com/news/Baldwin-calls-for-federal-investigation-after-News-3-stories/36251326,,Large,Unknown,923120,19021,,,,,,,,,,Unknown,Confirmed,92,923,Unknown,923120,Administration of Public Health Programs
257,257,united states department of veterans affairs,Yes,Unknown,US,,7.0,3.0,2014,Loss,,,,,IA,,,,07803E27-6939-4B4B-AD14-44E6A8AB8491,http://vcdb.org/pdf/va-security-mar-2014.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
265,265,united states department of veterans affairs,Yes,Unknown,US,,23.0,9.0,2015,Loss,,,,,FL,,,,09F60A0D-A1DC-4A61-A29B-5C28E3F8F14A,http://vcdb.org/pdf/va-security-sep-2015.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
271,271,united states department of veterans affairs,Yes,Unknown,US,,15.0,5.0,2013,Loss,,,,,ME,,,,07D9E30D-4A5B-4F1F-95DC-74FC5F3314C1,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
272,272,planned parenthood,Yes,Unknown,US,,28.0,6.0,2016,Misdelivery,,,,,,,,,D28FCB50-D5D6-46A8-AE91-F99A3739E9D5,https://www.databreaches.net/planned-parenthood-of-greater-washington-and-north-idaho-public-notice-of-email-error/,,101 to 1000,,612110,19021,,,,,,,,,,Unknown,Confirmed,61,612,Unknown,,
274,274,bringham young university,Yes,Unknown,US,,7.0,8.0,2016,,,,Possession abuse,,UT,,,,C989D817-D852-437D-B30B-B9ED2A05DE09,http://www.heraldextra.com/news/local/central/orem/custodian-at-lds-missionary-training-center-arrested-for-suspected-id/article_e495f71a-0783-5c5f-ae1a-d191b9820043.html,,Large,,813110,19021,,,,,,,,,,Unknown,Confirmed,81,813,Unknown,813110,Religious Organizations
276,276,united states department of veterans affairs,Yes,Unknown,US,,1.0,11.0,2012,Misdelivery,,,,,SC,,,,0809A64D-9C46-4286-A3EC-A7B0AD19B983,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
281,281,united states department of veterans affairs,Yes,Unknown,US,,13.0,9.0,2011,Misdelivery,,,,,NE,,,,082994AF-C81C-49CB-B18C-F41A8413929A,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
286,286,united states department of veterans affairs,Yes,Unknown,US,,,,2014,Misdelivery,,,,,TX,,,,0843DF74-022B-451F-8A8B-62789CBBA831,http://www.beckershospitalreview.com/news-analysis/south-texas-va-reports-data-breach-due-to-printing-error.html,,Over 100000,Unknown,923140,19021,,,,,,,,,,Unknown,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
287,287,united states department of veterans affairs,Yes,Unknown,US,,4.0,5.0,2010,Loss,,,,,TX,,,,084F2A21-2108-4829-A769-C6EF6AEAA063,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
298,298,united states department of veterans affairs,Yes,Unknown,US,,8.0,3.0,2012,Misdelivery,,,,,MI,,,,0874834B-1734-4371-B9F8-AE42CB3B5186,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
305,305,united states department of veterans affairs,Yes,Unknown,US,,,,2015,,,,Privilege abuse,,IL,,,,6FCB3A78-A870-46D6-8B96-90E6E31C1BCD,https://www.databreaches.net/ex-employee-of-u-s-department-of-veterans-affairs-sentenced-for-aggravated-identity-theft/; http://www.stltoday.com/news/local/crime-and-courts/feds-veterans-affairs-employee-stole-veterans-benefits/article_15a60768-963a-5ba9-ac21-83ea79c2de57.html,,Over 100000,Unknown,923140,19021,,,,,,,19260.0,,,Unknown,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
307,307,california state university san marcos,Yes,Unknown,US,,,,2012,,Use of stolen creds,,,Connection,CA,,,,08A1428A-138A-4696-BAC7-5FE6D3AF4665,http://www.10news.com/news/student-faces-federal-charges-accused-of-trying-to-rig-cal-state-san-marcos-election (20130220) http://fox5sandiego.com/2013/02/08/fbi-arrests-cal-state-san-marcos-student-body-candidate/#axzz2LSFf99qA (20130220) http://www.nbcnews.com/technology/technolog/fbi-suspects-student-candidate-hacking-his-own-election-726362 (20130220),,101 to 1000,,611310,19021,78880000.0,USD,,,,,,,,Unknown,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
308,308,billings clinic,Yes,Unknown,US,,14.0,5.0,2018,,Unknown,,,,MT,,,Unknown,a007e8c0-8f62-11e8-a74f-e5450456a5bf,https://www.beckershospitalreview.com/cybersecurity/montana-hospital-employee-s-email-hacked-while-traveling-8-4k-patients-data-stolen.html; https://billingsgazette.com/news/local/billings-clinic-employee-s-email-hacked-during-overseas-travel-breach/article_608e0dcf-c869-5141-a9e5-a79e82e205ff.html,,1001 to 10000,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
310,310,stanford hospital clinics,Yes,Unknown,US,,,,2011,Publishing error,,,,,CA,,,,08BA778C-1581-499D-BCCB-D749C1170082,http://www.nytimes.com/2011/09/09/us/09breach.html?_r=0,,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
314,314,louisiana voting,Yes,Unknown,US,,16.0,9.0,2016,Publishing error,,,,,LA,,,,C0BD03FF-F895-45E4-AE00-13512D2DDA35,http://www.ibtimes.co.uk/every-voter-louisianas-details-exposed-massive-election-blunder-1583006,,101 to 1000,Unknown,921110,19021,,,,,,,,,,Unknown,Confirmed,92,921,Unknown,921110,Executive Offices
315,315,fidelity investments institutional services company inc,Yes,Unknown,US,,10.0,7.0,2013,Misdelivery,,,,,NY,,,,08DC4E84-9DC5-4D00-944C-4456F037E3EA,oag.ca.gov/system/files/8012%20Oracle%20Notice%20Final_0.pdf,,101 to 1000,,523999,19021,,,,,,,,,,Unknown,Confirmed,52,523,Unknown,523999,Miscellaneous Financial Investment Activities
321,321,united states department of veterans affairs,Yes,Unknown,US,,16.0,4.0,2012,,,,Privilege abuse,,NY,,,,0916DC49-A92F-458D-9E91-9F88F268F94B,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
331,331,united states department of veterans affairs,Yes,Unknown,US,,15.0,11.0,2010,Misdelivery,,,,,MN,,,,096306E9-620C-4481-A59A-5AD4D9342C07,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
336,336,united states department of veterans affairs,Yes,Unknown,US,,1.0,9.0,2011,,,,Privilege abuse,,IA,,,,09736D23-B152-48F9-A3ED-D55E22E7C2B6,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
342,342,united states department of veterans affairs,Yes,Unknown,US,,4.0,2.0,2015,Misdelivery,,,,,IL,,,,A801E9F4-659B-4263-9B13-F1F2B8B1628D,http://vcdb.org/pdf/va-security-feb-2015.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
350,350,iberdrola usa,Yes,Unknown,US,,,,2013,,Unknown,,,,ME,,,,09DD395B-1424-4D4D-A704-159CE59134C4,http://www.oag.state.md.us/idtheft/Breach%20Notices/itu-227420.pdf,,1001 to 10000,,22111,19021,3090000000.0,USD,,,,,,,,Unknown,Confirmed,22,221,Unknown,22111,Electric Power Generation
361,361,bon secours health system,Yes,Unknown,US,,,4.0,2016,Publishing error,,,,,SC,"CHI Franciscan Health Highline Medical Center, Northwest Community Hospital",,,105DBFCB-CAF0-4AD8-B497-665B7A634A7D,http://www.wyff4.com/news/Bon-Secours-notifies-655-000-patients-of-potential-security-breach/41172052; https://www.databreaches.net/wa-highline-medical-center-notifies-18000-patients-whose-information-was-exposed-on-the-internet-by-third-party-error/; http://www.dailyherald.com/article/20161007/business/161008964/,,10001 to 25000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
362,362,baylor law school,Yes,Unknown,US,,3.0,4.0,2012,Publishing error,,,,,TX,,,,0A18D6C6-5E04-418A-B47C-B9393A888ECF,http://abovethelaw.com/2012/04/baylor-law-screw-up-reveals-personal-data-of-entire-admitted-class-data-that-weve-got/ (20130212) http://sbmblog.typepad.com/sbm-blog/2012/08/httpwwwlawcomjspnljpubarticlenljjspid1202564381624baylors_accidental_doc_dump_provides_grist_for_bias_suitslreturn.html (20130212),,1001 to 10000,,611310,19021,560980000.0,USD,,,,,,,,Unknown,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
370,370,l3 communications holdings inc,Yes,Unknown,US,,,,2013,,,,,Theft,NY,,,,0A3651A5-BA02-48C3-8E5B-13CA97AC8C9E,http://articles.washingtonpost.com/2013-03-25/world/38006926_1_development-of-military-technologies-information-and-technologies-chinese-citizen,,50001 to 100000,,334511,19021,,,,,,,,,,Unknown,Confirmed,33,334,Unknown,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing "
379,379,adrian college,Yes,Unknown,US,,,5.0,2017,,Exploit vuln,,,,US-MI,,,Opportunistic,d6c1c660-ca62-11e9-a165-8941f678e264,"https://www.lenconnect.com/news/20171205/jeopardy-champion-jass-accused-of-hacking-emails,https://www.insidehighered.com/news/2018/07/23/former-adrian-college-professor-pleads-guilty-hacking-college-email-accounts, https://www.freep.com/story/news/local/michigan/2018/07/20/stephanie-jass-jeopardy-adrian-college/809384002/",Medium,101 to 1000,,611310,19021,,,,,,,,,,Insignificant,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
383,383,department of veterans affairs,Yes,Unknown,US,,,,2011,Publishing error,,,,,DC,,,,0A92A7DA-5C2B-47EC-9253-1D31C71E0044,http://www.stripes.com/veterans-personal-information-accidentally-posted-on-ancestry-com-1.166409,,Over 100000,Unknown,92314,19021,,,,,,,,,,Unknown,Confirmed,92,923,Unknown,92314,Administration of Veterans' Affairs
385,385,united states department of veterans affairs,Yes,Unknown,US,,17.0,6.0,2010,Publishing error,,,,,MO,,,,0A9BBBF3-BF62-47D7-B04A-41E5E1874755,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
386,386,le bonheur childrens hospital,Yes,Unknown,US,,,11.0,2013,,,,Privilege abuse,,TN,,,,ED6EF0E6-404A-4B43-9E8E-701BC11F30C3,http://wreg.com/2015/04/10/e-r-employee-indicted-for-identity-theft-and-fraud/,,Large,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
389,389,university of pittsburgh medical center,Yes,Unknown,US,Phishing,7.0,6.0,2018,,Use of stolen creds,,,,PA,,,Targeted,77735fe0-8f47-11e8-a74f-e5450456a5bf,http://www.wellsvilledaily.com/news/20180716/strongupmc-cole-notifies-patients-of-personal-data-breachstrong,Medium,50001 to 100000,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
395,395,infotrax systems,Yes,Unknown,US,,,5.0,2014,,Exploit vuln,,,,UT,,,Unknown,31bb7940-1c51-11ea-a7e6-812a11e02697,https://arstechnica.com/information-technology/2019/11/breach-affecting-1-million-was-caught-only-after-hacker-maxed-out-targets-storage/ ; https://www.zdnet.com/article/company-discovered-it-was-hacked-after-a-server-ran-out-of-free-space/,Medium,101 to 1000,,517919,19021,,,,,,,,,,,Confirmed,51,517,Unknown,,
400,400,united states department of veterans affairs,Yes,Unknown,US,,29.0,5.0,2014,Disposal error,,,,,PR,,,,0B1CFDB9-DD55-4115-9535-565FF4BF19CF,http://vcdb.org/pdf/va-security-may-2014.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
409,409,cook county health and hospitals system,Yes,Unknown,US,,,3.0,2017,Misdelivery,,,,,IL,,,,3f947010-e2da-11e7-a8b4-b50015373b0a,https://www.hipaajournal.com/cook-county-health-and-hospitals-system-experian-health-breach/; http://www.chicagotribune.com/business/ct-biz-cook-county-health-data-breach-1114-story.html,High,1001 to 10000,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
412,412,united states department of veterans affairs,Yes,Unknown,US,,15.0,2.0,2011,Loss,,,,,NE,,,,0B847E92-D53A-49A0-9A4A-F89355522F53,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
416,416,interactive data,Yes,Unknown,US,,,6.0,2013,,Unknown,,,,MA,,,,0BB1A8C5-9115-46D9-9138-A28EDEA1150E,http://www.cyberwarnews.info/2013/05/28/interactive-data-hacked-data-leaked-by-teamberserk/,,1001 to 10000,,51919,19021,880000000.0,USD,,,,,,,,Unknown,Confirmed,51,519,Unknown,,
426,426,macys,Yes,Unknown,US,,,,2013,,Brute force,,,,IN,,,,0C10BBB7-8D71-4CA9-BCF2-64EAA4F6E035,https://www.privacyrights.org/node/56546,,101 to 1000,,45211,19021,,,,,,,,,,,Confirmed,45,452,Unknown,,
435,435,witchita state university,Yes,Unknown,US,,,12.0,2019,,Unknown,,,,KS,,,Unknown,8482a830-1194-11ec-a044-77090c8577a4,https://thesunflower.com/49658/news/wsu-student-faculty-staff-information-potentially-compromised-in-december-data-breach/,High,1001 to 10000,,611310,19021,,,,,,,,,,,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
436,436,hancock physician network,Yes,Unknown,US,,17.0,6.0,2013,,,,Privilege abuse,,IN,,,,0C5CB6A9-535F-4399-A09D-6B764B7699E1,http://www.hancockobgyn.com/,,101 to 1000,,621111,19021,,,,,,,,,,Unknown,Confirmed,62,621,Unknown,621111,Offices of Physicians (except Mental Health Specialists)
439,439,united states department of veterans affairs,Yes,Unknown,US,,18.0,8.0,2015,Misdelivery,,,,,IN,,,,B3D3C900-3126-4095-A19F-D252504ED447,http://vcdb.org/pdf/va-security-aug-2015.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
443,443,sony pictures entertainment inc,Yes,Unknown,US,,,6.0,2011,,SQLi,,,,CA,,,,0C6D8130-A1C0-407A-99C3-939126346DC7,http://mashable.com/2011/06/02/sony-pictures-hacked/ (20140212),,1001 to 10000,,512110,19021,,,,,,,,,,Unknown,Confirmed,51,512,Unknown,512110,Motion Picture and Video Production
446,446,united states department of veterans affairs,Yes,Unknown,US,,25.0,4.0,2010,,,,Privilege abuse,,MO,,,,0C91055F-3382-4D7E-9792-558CEDD6EB73,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
448,448,anchor bancorp wisconsin inc,Yes,Unknown,US,,,,2014,Misdelivery,,,,,WI,,,,0C987EFE-031E-4880-BC6C-BB053877835B,http://abclocal.go.com/wls/story?section=news/local/wisconsin&id=9458157,,101 to 1000,,522120,19021,,,,,,,,,,Unknown,Confirmed,52,522,Unknown,,
449,449,united states department of veterans affairs,Yes,Unknown,US,Other,9.0,11.0,2012,,,,,,AR,,,,0C9E580D-5B63-486A-83A5-B0F9601312FA,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
450,450,augusta university,Yes,Unknown,US,Phishing,10.0,9.0,2017,,,,,,GA,,,Unknown,000ab490-a4a9-11e8-b571-7db57cad93dd,https://www.ajc.com/news/state--regional/university-breach-risks-health-personal-information-417-000/nPuUSV8qqvQXTQjY0ML8wN/; http://www.augustachronicle.com/news/20180816/personal-health-information-compromised-in-cybersecurity-incidents-at-augusta-university,High,1001 to 10000,,611310,19021,,,,,,,,,,,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
453,453,texas department of health and human services,Yes,Unknown,US,,8.0,1.0,2013,,,,Privilege abuse,,TX,,,,0CAB3086-4F4A-408F-B2C5-B71035FA0EE9,https://www.privacyrights.org/data-breach-asc?title=Texas+Department+of+Health,,10001 to 25000,Unknown,923130,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
462,462,united states department of veterans affairs,Yes,Unknown,US,,6.0,4.0,2012,,,,Knowledge abuse,,OK,,,,0CFCBABE-4E91-4B9F-9B09-1F1F8E18594B,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
476,476,marian regional medical center,Yes,Unknown,US,,,,2014,Misdelivery,,,,,CA,,,,0D479C4D-E345-44BA-AC69-4D90164E5097,http://www.phiprivacy.net/marian-regional-medical-center-notifies-patients-whose-files-were-sent-to-the-wrong-insurance-plan/; http://oag.ca.gov/system/files/Final%20Patient%20letter%20with%20phone%20number_0.pdf,,25001 to 50000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
477,477,anthem blue cross,Yes,Unknown,US,,23.0,10.0,2013,Publishing error,,,,,IN,,,,0D491B74-A709-4605-9CE3-8ED6C5059E7F,"https://oag.ca.gov/system/files/Final%20Provider%20Notice%20CA_0.pdf; http://www.esecurityplanet.com/network-security/anthem-blue-cross-acknowledges-data-breach.html; http://www.latimes.com/business/money/la-fi-mo-anthem-doctors-breach-20131125,0,4528975.story",,50001 to 100000,,524114,19021,,,,,,,,,,Unknown,Confirmed,52,524,Unknown,524114,Direct Health and Medical Insurance Carriers
479,479,university of pittsburgh medical center,Yes,Unknown,US,,,,2013,,,,Privilege abuse,,PA,,,,11F33DDB-3458-4245-957C-F6B160CD75B0,http://www.wtae.com/news/upmc-alerts-patients-about-data-theft/33042164,,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
487,487,roehl transport,Yes,Unknown,US,,,8.0,2016,,,,Privilege abuse,,WI,,,Opportunistic,df8ab6d0-8f13-11e7-aa8f-5fa9d3670494,http://www.landlinemag.com/Story.aspx?StoryID=32082,Medium,1001 to 10000,,484121,19021,,,,,,,,,,,Confirmed,48,484,Unknown,484121,"General Freight Trucking, Long-Distance, Truckload "
492,492,delaval inc,Yes,Unknown,US,,,,2012,,Unknown,,,,MO,,,,0D9FD8EC-52DE-4A41-9495-D1CB42964D41,http://www.atg.state.vt.us/issues/consumer-protection/privacy-and-Data-Security/documents-and-resources5/delaval-inc-security-breach-notice-ltr-to-consumer.php,,101 to 1000,,423820,19021,48900000.0,USD,,,,,,,,Unknown,Confirmed,42,423,Unknown,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
499,499,united states department of veterans affairs,Yes,Unknown,US,,26.0,4.0,2013,Misdelivery,,,,,ME,,,,0DDE7B1B-6370-451D-B0C2-9404348FCEB6,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
502,502,united states department of veterans affairs,Yes,Unknown,US,,15.0,6.0,2011,Misdelivery,,,,,NC,,,,0DEFAE56-694B-472F-96F5-A04488B76453,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
504,504,united states department of veterans affairs,Yes,Unknown,US,,10.0,7.0,2015,Loss,,,,,NY,,,,56CE8DF5-D4CB-4644-8DF6-98CD1C5D4054,http://vcdb.org/pdf/va-security-jul-2015.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
506,506,south carolina department of revenue,Yes,Unknown,US,Phishing,13.0,8.0,2012,,Use of stolen creds,Backdoor or C2,,,SC,,,,0DF5FC98-ADDB-48BF-8104-D20188692336,"http://openchannel.nbcnews.com/_news/2012/11/20/15313720-one-email-exposes-millions-of-people-to-data-theft-in-south-carolina-cyberattack?lite, http://governor.sc.gov/Documents/MANDIANT%20Public%20IR%20Report%20-%20Department%20of%20Revenue%20-%2011%2020%202012.pdf, http://doj.nh.gov/consumer/security-breaches/documents/south-carolina-revenue-20121126.pdf, http://www.atg.state.vt.us/issues/consumer-protection/privacy-and-Data-Security/documents-and-resources5/south-carolina-department-of-revenue-breach.php ",,101 to 1000,Unknown,9211,19021,,,,,,,,,,Unknown,Confirmed,92,921,Unknown,9211,"Executive, Legislative, and Other General Government Support "
507,507,somerset independent school district,Yes,Unknown,US,,,,2021,,Unknown,Ransomware,,,TX,,,Opportunistic,01156af0-149b-11ec-92c0-8d3c636e1e37,https://www.databreaches.net/update-threat-actors-dump-somerset-isd-student-personal-and-health-information/,High,101 to 1000,,611110,19021,,,,,,,,,,,Confirmed,61,611,Unknown,611110,Elementary and Secondary Schools
